system,dataset,train,category,gold,original_gold,characters,hit,hidden,raw_hidden,original_hidden,covered_characters
model:gliner25-fastino,redmadrobot,False,contacts,389,394,7596,350,342,342,347,6936
model:gliner25-fastino,redmadrobot,False,names,1260,1264,9370,842,823,823,826,6338
model:gliner25-fastino,redmadrobot,False,network,361,361,9789,114,104,104,104,2098
model:ner-ru-gherman+cpu-int8,redmadrobot,False,identity,2055,2140,20999,2,0,0,0,4
model:ner-ru-gherman+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,1090,679,501,504,9415
model:ner-ru-gherman+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:ner-ru-gherman+cpu-int8,redmadrobot,False,contacts,389,394,7596,90,0,0,0,927
model:ner-ru-gherman+cpu-int8,redmadrobot,False,names,1260,1264,9370,1177,1158,1051,1053,8796
model:ner-ru-gherman+cpu-int8,redmadrobot,False,network,361,361,9789,4,0,0,0,29
model:davlan-xlmr,redmadrobot,False,identity,2055,2140,20999,6,1,1,2,15
model:davlan-xlmr,redmadrobot,False,addresses,1249,1252,13519,1088,967,924,928,11426
model:davlan-xlmr,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:davlan-xlmr,redmadrobot,False,contacts,389,394,7596,15,1,1,1,140
model:davlan-xlmr,redmadrobot,False,names,1260,1264,9370,1233,1216,1201,1205,9167
model:davlan-xlmr,redmadrobot,False,network,361,361,9789,8,1,1,1,83
model:gliner-multi-v21-ru,redmadrobot,False,identity,2055,2140,20999,228,226,226,230,2508
model:gliner-multi-v21-ru,redmadrobot,False,addresses,1249,1252,13519,914,861,860,860,9630
model:gliner-multi-v21-ru,redmadrobot,False,financial,202,203,3869,9,7,7,7,155
model:gliner-multi-v21-ru,redmadrobot,False,contacts,389,394,7596,108,50,39,41,1520
model:gliner-multi-v21-ru,redmadrobot,False,names,1260,1264,9370,945,929,929,929,6966
model:gliner-multi-v21-ru,redmadrobot,False,network,361,361,9789,103,68,66,66,1156
model:davlan-mbert,redmadrobot,False,identity,2055,2140,20999,1,0,0,0,4
model:davlan-mbert,redmadrobot,False,addresses,1249,1252,13519,1012,929,889,894,10877
model:davlan-mbert,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:davlan-mbert,redmadrobot,False,contacts,389,394,7596,13,1,1,1,163
model:davlan-mbert,redmadrobot,False,names,1260,1264,9370,1196,1177,1136,1141,8937
model:davlan-mbert,redmadrobot,False,network,361,361,9789,48,2,2,2,384
model:gliner-multi-v21,redmadrobot,False,identity,2055,2140,20999,66,61,61,65,687
model:gliner-multi-v21,redmadrobot,False,addresses,1249,1252,13519,923,861,859,859,9501
model:gliner-multi-v21,redmadrobot,False,financial,202,203,3869,11,8,8,8,195
model:gliner-multi-v21,redmadrobot,False,contacts,389,394,7596,100,39,36,37,1324
model:gliner-multi-v21,redmadrobot,False,names,1260,1264,9370,941,925,925,925,6886
model:gliner-multi-v21,redmadrobot,False,network,361,361,9789,131,68,67,67,1279
model:davlan-mbert+cpu-int8,redmadrobot,False,identity,2055,2140,20999,3,0,0,0,8
model:davlan-mbert+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,979,849,758,762,10193
model:davlan-mbert+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:davlan-mbert+cpu-int8,redmadrobot,False,contacts,389,394,7596,11,1,1,1,147
model:davlan-mbert+cpu-int8,redmadrobot,False,names,1260,1264,9370,1159,1141,1062,1066,8664
model:davlan-mbert+cpu-int8,redmadrobot,False,network,361,361,9789,8,1,1,1,59
model:spacy-ru-lg,redmadrobot,False,identity,2055,2140,20999,59,48,48,52,333
model:spacy-ru-lg,redmadrobot,False,addresses,1249,1252,13519,802,681,680,683,8507
model:spacy-ru-lg,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:spacy-ru-lg,redmadrobot,False,contacts,389,394,7596,60,43,42,42,1219
model:spacy-ru-lg,redmadrobot,False,names,1260,1264,9370,919,901,901,904,6832
model:spacy-ru-lg,redmadrobot,False,network,361,361,9789,48,31,31,31,987
model:natasha,redmadrobot,False,identity,2055,2140,20999,119,49,46,52,373
model:natasha,redmadrobot,False,addresses,1249,1252,13519,815,727,726,731,8808
model:natasha,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:natasha,redmadrobot,False,contacts,389,394,7596,9,4,4,4,101
model:natasha,redmadrobot,False,names,1260,1264,9370,915,897,897,898,6821
model:natasha,redmadrobot,False,network,361,361,9789,2,1,1,1,17
model:gliner2-hivetrace-uni-ru,redmadrobot,False,identity,2055,2140,20999,593,576,576,613,5175
model:gliner2-hivetrace-uni-ru,redmadrobot,False,addresses,1249,1252,13519,508,485,485,487,5061
model:gliner2-hivetrace-uni-ru,redmadrobot,False,financial,202,203,3869,20,19,19,19,352
model:gliner2-hivetrace-uni-ru,redmadrobot,False,contacts,389,394,7596,49,48,48,48,939
model:gliner2-hivetrace-uni-ru,redmadrobot,False,names,1260,1264,9370,615,604,604,606,4495
model:gliner2-hivetrace-uni-ru,redmadrobot,False,network,361,361,9789,6,3,3,3,71
model:davlan-xlmr+cpu-int8,redmadrobot,False,identity,2055,2140,20999,3,1,1,1,7
model:davlan-xlmr+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,819,630,388,389,8461
model:davlan-xlmr+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:davlan-xlmr+cpu-int8,redmadrobot,False,contacts,389,394,7596,5,1,1,1,54
model:davlan-xlmr+cpu-int8,redmadrobot,False,names,1260,1264,9370,952,934,709,712,7177
model:davlan-xlmr+cpu-int8,redmadrobot,False,network,361,361,9789,3,1,1,1,25
model:spacy-alrosait,redmadrobot,False,identity,2055,2140,20999,21,21,21,22,128
model:spacy-alrosait,redmadrobot,False,addresses,1249,1252,13519,691,591,591,594,6937
model:spacy-alrosait,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:spacy-alrosait,redmadrobot,False,contacts,389,394,7596,6,3,3,3,64
model:spacy-alrosait,redmadrobot,False,names,1260,1264,9370,745,729,729,732,5568
model:spacy-alrosait,redmadrobot,False,network,361,361,9789,1,1,1,1,25
model:gliner-pii-edge+cpu-int8,redmadrobot,False,identity,2055,2140,20999,625,543,541,583,5210
model:gliner-pii-edge+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,250,179,178,178,2260
model:gliner-pii-edge+cpu-int8,redmadrobot,False,financial,202,203,3869,64,40,40,40,934
model:gliner-pii-edge+cpu-int8,redmadrobot,False,contacts,389,394,7596,121,75,75,75,1983
model:gliner-pii-edge+cpu-int8,redmadrobot,False,names,1260,1264,9370,184,184,184,184,1441
model:gliner-pii-edge+cpu-int8,redmadrobot,False,network,361,361,9789,77,31,26,26,1347
model:rules-ru,redmadrobot,False,identity,2055,2140,20999,261,259,259,289,2987
model:rules-ru,redmadrobot,False,addresses,1249,1252,13519,5,5,5,5,30
model:rules-ru,redmadrobot,False,financial,202,203,3869,63,62,62,63,1189
model:rules-ru,redmadrobot,False,contacts,389,394,7596,251,235,235,235,4348
model:rules-ru,redmadrobot,False,names,1260,1264,9370,3,3,3,3,18
model:rules-ru,redmadrobot,False,network,361,361,9789,276,240,240,240,6122
model:gliner-pii-base+cpu-int8,redmadrobot,False,identity,2055,2140,20999,9,8,8,9,85
model:gliner-pii-base+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:gliner-pii-base+cpu-int8,redmadrobot,False,financial,202,203,3869,1,1,1,1,16
model:gliner-pii-base+cpu-int8,redmadrobot,False,contacts,389,394,7596,6,6,6,6,106
model:gliner-pii-base+cpu-int8,redmadrobot,False,names,1260,1264,9370,1,1,1,1,6
model:gliner-pii-base+cpu-int8,redmadrobot,False,network,361,361,9789,0,0,0,0,0
model:betterleaks,redmadrobot,False,identity,2055,2140,20999,0,0,0,0,0
model:betterleaks,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:betterleaks,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:betterleaks,redmadrobot,False,contacts,389,394,7596,0,0,0,0,0
model:betterleaks,redmadrobot,False,names,1260,1264,9370,0,0,0,0,0
model:betterleaks,redmadrobot,False,network,361,361,9789,0,0,0,0,0
model:gitleaks,redmadrobot,False,identity,2055,2140,20999,0,0,0,0,0
model:gitleaks,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:gitleaks,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:gitleaks,redmadrobot,False,contacts,389,394,7596,0,0,0,0,0
model:gitleaks,redmadrobot,False,names,1260,1264,9370,0,0,0,0,0
model:gitleaks,redmadrobot,False,network,361,361,9789,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,identity,2055,2140,20999,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,contacts,389,394,7596,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,names,1260,1264,9370,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,redmadrobot,False,network,361,361,9789,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,identity,2055,2140,20999,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,contacts,389,394,7596,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,names,1260,1264,9370,0,0,0,0,0
model:gliner-nvidia+cpu-int8,redmadrobot,False,network,361,361,9789,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,identity,2055,2140,20999,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,contacts,389,394,7596,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,names,1260,1264,9370,0,0,0,0,0
model:gliner-urchade+cpu-int8,redmadrobot,False,network,361,361,9789,0,0,0,0,0
composition:pplx,redmadrobot,False,identity,2055,2140,20999,2000,1793,1759,1847,19164
composition:pplx,redmadrobot,False,addresses,1249,1252,13519,771,733,695,696,8288
composition:pplx,redmadrobot,False,financial,202,203,3869,201,173,170,171,3614
composition:pplx,redmadrobot,False,contacts,389,394,7596,383,312,310,315,7032
composition:pplx,redmadrobot,False,names,1260,1264,9370,1141,1124,1091,1096,8514
composition:pplx,redmadrobot,False,network,361,361,9789,245,215,214,214,5612
composition:fastino,redmadrobot,False,identity,2055,2140,20999,1306,1258,1254,1330,12776
composition:fastino,redmadrobot,False,addresses,1249,1252,13519,1134,1061,1061,1066,11951
composition:fastino,redmadrobot,False,financial,202,203,3869,199,199,198,199,3797
composition:fastino,redmadrobot,False,contacts,389,394,7596,375,352,352,353,7037
composition:fastino,redmadrobot,False,names,1260,1264,9370,1076,1057,1057,1063,7990
composition:fastino,redmadrobot,False,network,361,361,9789,196,152,152,152,3356
composition:pplx+fastino,redmadrobot,False,identity,2055,2140,20999,2014,1858,1843,1928,19615
composition:pplx+fastino,redmadrobot,False,addresses,1249,1252,13519,1215,1164,1162,1166,12918
composition:pplx+fastino,redmadrobot,False,financial,202,203,3869,202,199,199,200,3821
composition:pplx+fastino,redmadrobot,False,contacts,389,394,7596,389,368,368,373,7509
composition:pplx+fastino,redmadrobot,False,names,1260,1264,9370,1232,1215,1211,1216,9158
composition:pplx+fastino,redmadrobot,False,network,361,361,9789,311,258,258,258,6934
composition:pplx+fastino+mmbert,redmadrobot,False,identity,2055,2140,20999,2024,1873,1857,1942,19744
composition:pplx+fastino+mmbert,redmadrobot,False,addresses,1249,1252,13519,1230,1181,1170,1174,13034
composition:pplx+fastino+mmbert,redmadrobot,False,financial,202,203,3869,202,200,199,200,3839
composition:pplx+fastino+mmbert,redmadrobot,False,contacts,389,394,7596,389,369,369,374,7517
composition:pplx+fastino+mmbert,redmadrobot,False,names,1260,1264,9370,1254,1236,1230,1235,9317
composition:pplx+fastino+mmbert,redmadrobot,False,network,361,361,9789,356,280,278,278,7864
composition:pplx+fastino+bardsai,redmadrobot,False,identity,2055,2140,20999,2017,1870,1857,1942,19700
composition:pplx+fastino+bardsai,redmadrobot,False,addresses,1249,1252,13519,1238,1200,1192,1196,13296
composition:pplx+fastino+bardsai,redmadrobot,False,financial,202,203,3869,202,200,200,201,3838
composition:pplx+fastino+bardsai,redmadrobot,False,contacts,389,394,7596,389,368,368,373,7515
composition:pplx+fastino+bardsai,redmadrobot,False,names,1260,1264,9370,1256,1239,1238,1243,9330
composition:pplx+fastino+bardsai,redmadrobot,False,network,361,361,9789,332,259,259,259,7216
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,identity,2055,2140,20999,2025,1881,1867,1952,19777
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,addresses,1249,1252,13519,1243,1206,1196,1200,13340
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,financial,202,203,3869,202,201,200,201,3852
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,contacts,389,394,7596,389,369,369,374,7523
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,names,1260,1264,9370,1257,1240,1239,1244,9340
composition:pplx+fastino+bardsai+mmbert,redmadrobot,False,network,361,361,9789,356,283,281,281,7967
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,identity,2055,2140,20999,1720,1527,1451,1537,15431
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,addresses,1249,1252,13519,786,705,664,665,8187
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,financial,202,203,3869,190,166,161,162,3548
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,contacts,389,394,7596,380,321,322,327,7054
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,names,1260,1264,9370,1161,1144,1123,1128,8677
"composition:vote2(pplx,opf2,nvidia)",redmadrobot,False,network,361,361,9789,229,172,155,155,4553
model:pplx,rubai-ru,False,addresses,1501,1501,57922,1499,97,97,97,56014
model:pplx,rubai-ru,False,financial,1054,1054,23771,1054,72,72,72,22777
model:pplx,rubai-ru,False,identity,268,268,2601,260,41,41,41,2280
model:pplx,rubai-ru,False,names,430,430,5800,425,145,144,144,5457
model:pplx,rubai-ru,False,contacts,205,205,3041,204,15,15,15,2845
model:nym-base,rubai-ru,False,addresses,1501,1501,57922,1483,2,1,1,23300
model:nym-base,rubai-ru,False,financial,1054,1054,23771,1053,70,70,70,22743
model:nym-base,rubai-ru,False,identity,268,268,2601,249,39,36,36,2188
model:nym-base,rubai-ru,False,names,430,430,5800,413,63,130,130,4664
model:nym-base,rubai-ru,False,contacts,205,205,3041,204,9,9,9,2839
model:mmbert32k,rubai-ru,False,addresses,1501,1501,57922,1498,0,0,0,18286
model:mmbert32k,rubai-ru,False,financial,1054,1054,23771,1052,31,28,28,18979
model:mmbert32k,rubai-ru,False,identity,268,268,2601,230,36,4,4,2015
model:mmbert32k,rubai-ru,False,names,430,430,5800,418,121,55,55,5034
model:mmbert32k,rubai-ru,False,contacts,205,205,3041,204,8,9,9,2809
model:gliner25-fastino,rubai-ru,False,addresses,1501,1501,57922,1497,15,15,15,55931
model:gliner25-fastino,rubai-ru,False,financial,1054,1054,23771,1041,68,68,68,22502
model:gliner25-fastino,rubai-ru,False,identity,268,268,2601,221,38,38,38,1968
model:gliner25-fastino,rubai-ru,False,names,430,430,5800,424,144,144,144,5451
model:gliner25-fastino,rubai-ru,False,contacts,205,205,3041,204,9,9,9,2839
model:gliner25-fastino-ru,rubai-ru,False,addresses,1501,1501,57922,1495,15,15,15,55889
model:gliner25-fastino-ru,rubai-ru,False,financial,1054,1054,23771,1032,66,66,66,22334
model:gliner25-fastino-ru,rubai-ru,False,identity,268,268,2601,229,38,38,38,2026
model:gliner25-fastino-ru,rubai-ru,False,names,430,430,5800,423,144,144,144,5443
model:gliner25-fastino-ru,rubai-ru,False,contacts,205,205,3041,204,9,9,9,2839
model:opf-ru,rubai-ru,False,addresses,1501,1501,57922,1491,0,0,0,18831
model:opf-ru,rubai-ru,False,financial,1054,1054,23771,1022,34,27,27,17637
model:opf-ru,rubai-ru,False,identity,268,268,2601,250,38,24,24,2174
model:opf-ru,rubai-ru,False,names,430,430,5800,407,116,101,101,4908
model:opf-ru,rubai-ru,False,contacts,205,205,3041,205,7,6,6,2640
model:traciora,rubai-ru,False,addresses,1501,1501,57922,1496,84,84,84,55202
model:traciora,rubai-ru,False,financial,1054,1054,23771,1054,47,47,47,21188
model:traciora,rubai-ru,False,identity,268,268,2601,226,29,8,8,1994
model:traciora,rubai-ru,False,names,430,430,5800,338,80,60,60,4266
model:traciora,rubai-ru,False,contacts,205,205,3041,202,6,8,8,2576
model:nuner-zero,rubai-ru,False,addresses,1501,1501,57922,1499,6,0,0,52254
model:nuner-zero,rubai-ru,False,financial,1054,1054,23771,920,63,20,20,18051
model:nuner-zero,rubai-ru,False,identity,268,268,2601,255,41,41,41,2255
model:nuner-zero,rubai-ru,False,names,430,430,5800,422,142,70,70,5456
model:nuner-zero,rubai-ru,False,contacts,205,205,3041,202,9,0,0,2788
model:apararti,rubai-ru,False,addresses,1501,1501,57922,1494,38,36,36,53955
model:apararti,rubai-ru,False,financial,1054,1054,23771,1054,57,63,63,22267
model:apararti,rubai-ru,False,identity,268,268,2601,251,38,36,36,2232
model:apararti,rubai-ru,False,names,430,430,5800,279,60,45,45,3922
model:apararti,rubai-ru,False,contacts,205,205,3041,205,8,9,9,2825
model:ru-pii-ner,rubai-ru,False,addresses,1501,1501,57922,1347,17,17,17,51096
model:ru-pii-ner,rubai-ru,False,financial,1054,1054,23771,1053,70,68,68,22733
model:ru-pii-ner,rubai-ru,False,identity,268,268,2601,258,40,40,40,2266
model:ru-pii-ner,rubai-ru,False,names,430,430,5800,420,141,141,141,5393
model:ru-pii-ner,rubai-ru,False,contacts,205,205,3041,203,9,9,9,2826
model:bardsai-eu,rubai-ru,False,addresses,1501,1501,57922,1483,277,274,274,36429
model:bardsai-eu,rubai-ru,False,financial,1054,1054,23771,939,104,75,75,15869
model:bardsai-eu,rubai-ru,False,identity,268,268,2601,238,48,39,39,2109
model:bardsai-eu,rubai-ru,False,names,430,430,5800,418,138,138,138,5341
model:bardsai-eu,rubai-ru,False,contacts,205,205,3041,201,61,61,61,2754
model:opf-ru-v2,rubai-ru,False,addresses,1501,1501,57922,1476,20,19,19,52491
model:opf-ru-v2,rubai-ru,False,financial,1054,1054,23771,1051,57,58,58,21320
model:opf-ru-v2,rubai-ru,False,identity,268,268,2601,245,36,23,23,2174
model:opf-ru-v2,rubai-ru,False,names,430,430,5800,293,69,54,54,4037
model:opf-ru-v2,rubai-ru,False,contacts,205,205,3041,204,6,7,7,2658
model:openai-base,rubai-ru,False,addresses,1501,1501,57922,1468,714,709,709,54508
model:openai-base,rubai-ru,False,financial,1054,1054,23771,1035,70,75,75,21932
model:openai-base,rubai-ru,False,identity,268,268,2601,253,42,42,42,2242
model:openai-base,rubai-ru,False,names,430,430,5800,263,71,66,66,3786
model:openai-base,rubai-ru,False,contacts,205,205,3041,203,8,10,10,2710
model:opf-kz-ru,rubai-ru,False,addresses,1501,1501,57922,1476,10,10,10,53113
model:opf-kz-ru,rubai-ru,False,financial,1054,1054,23771,1054,53,54,54,22327
model:opf-kz-ru,rubai-ru,False,identity,268,268,2601,250,37,36,36,2245
